source,source_param,source_name,source_unit,variable,factor,offset,statistic,interval,equivalence,caveat
usgs,00300,Dissolved oxygen,mg/L,dissolved_oxygen,1,0,,,identical,
usgs,00400,pH,pH,ph,1,0,,,identical,
usgs,63680,Turbidity FNU,FNU,turbidity,1,0,,,identical,
usgs,80154,Suspended sediment concentration,mg/L,suspended_sediment_conc,1,0,,,identical,
usgs,80155,Suspended sediment discharge,tons/day,suspended_sediment_discharge,1,0,,,identical,
usgs,70301,Dissolved solids sum,mg/L,tds,1,0,,,identical,
usgs,72036,Reservoir storage total,thousand acre-ft,reservoir_storage,1000,0,,,equivalent_method,kaf
usgs,00480,Salinity,ppt,,1,0,,,related_not_comparable,not mapped
usgs,72137,Discharge tidally filtered,ft3/s,,1,0,,,related_not_comparable,not mapped
usgs,30208,Discharge,m3/s,discharge,35.3146667,0,,,identical,
usgs,00050,Evaporation,in,,1,0,,,related_not_comparable,pan evaporation not mapped yet
usgs,72192,Precipitation cumulative,in,precip_accumulated_wy,1,0,accumulated,,equivalent_method,cumulative since reset
usgs,74207,Soil moisture volumetric,percent,soil_moisture,1,0,,,identical,
usgs,72147,Soil temperature,degC,soil_temp,1,0,,,identical,
usbr_hydrodata,17,Storage,af,reservoir_storage,1,0,,daily,equivalent_method,Reclamation HDB capacity table incl. resurveys
usbr_hydrodata,25,Evaporation,af,reservoir_evaporation,1,0,total,daily,identical,
usbr_hydrodata,29,Inflow,cfs,reservoir_inflow,1,0,mean,daily,identical,computed
usbr_hydrodata,30,Inflow volume,af,reservoir_inflow_volume,1,0,total,daily,identical,
usbr_hydrodata,42,Total release,cfs,reservoir_release,1,0,mean,daily,identical,
usbr_hydrodata,43,Release volume,af,reservoir_release_volume,1,0,total,daily,identical,
usbr_hydrodata,47,Delta storage,af,reservoir_delta_storage,1,0,total,daily,identical,
usbr_hydrodata,49,Pool elevation,ft,reservoir_elevation,1,0,,daily,identical,datum per site (mostly NGVD29 project datum)
usbr_hydrodata,89,Area,acres,reservoir_area,1,0,,daily,identical,
usbr_hydrodata,19,Flow,cfs,discharge,1,0,mean,daily,identical,
usbr_hydrodata,20,Flow volume,af,discharge_volume,1,0,total,daily,identical,
usbr_hydrodata,2217,Power release,cfs,,1,0,,,related_not_comparable,component of total release; not mapped
usbr_hydrodata,123,Modified unregulated inflow,cfs,,1,0,,,related_not_comparable,not mapped
usbr_hydrodata,124,Modified unregulated inflow volume,af,,1,0,,,related_not_comparable,not mapped
usbr_hydrodata,2256,Unregulated inflow,cfs,,1,0,,,related_not_comparable,not mapped
usbr_hydrodata,2304,Unregulated inflow volume,af,,1,0,,,related_not_comparable,not mapped
usbr_rise,Storage,Storage,af,reservoir_storage,1,0,,,equivalent_method,
usbr_rise,Reservoir Water Surface Elevation,Pool elevation,ft,reservoir_elevation,1,0,,,identical,
usbr_rise,Total Release,Total release,cfs,reservoir_release,1,0,,,identical,
usbr_rise,Inflow,Inflow,cfs,reservoir_inflow,1,0,,,identical,
usbr_rise,Evaporation,Evaporation,af,reservoir_evaporation,1,0,total,,identical,
usace_cwms,Flow,Flow,cfs,discharge,1,0,,,identical,unit=EN requested
usace_cwms,Flow-Res In,Reservoir inflow,cfs,reservoir_inflow,1,0,,,identical,computed
usace_cwms,Flow-Res Out,Reservoir outflow,cfs,reservoir_release,1,0,,,identical,
usace_cwms,Flow-Spillway,Spillway flow,cfs,,1,0,,,related_not_comparable,component
usace_cwms,Stage,Stage,ft,stage,1,0,,,identical,
usace_cwms,Elev,Pool elevation,ft,reservoir_elevation,1,0,,,identical,datum in vertical-datum-info (NGVD29 native)
usace_cwms,Stor,Storage,ac-ft,reservoir_storage,1,0,,,equivalent_method,USACE capacity table
usace_cwms,Precip,Precipitation,in,precip,1,0,total,,identical,
usace_cwms,Temp-Air,Air temperature,F,air_temp,0.5555555556,-17.7777777778,,,identical,
usace_cwms,Temp-Water,Water temperature,F,water_temp,0.5555555556,-17.7777777778,,,identical,
usace_cwms,Elev-TOC,Top of conservation elev,ft,,1,0,,,related_not_comparable,not mapped
usace_cwms,Stor-TOC,Top of conservation storage,ac-ft,,1,0,,,related_not_comparable,not mapped
usace_cwms,Stage-Shift,Stage shift,ft,,1,0,,,related_not_comparable,not mapped
nrcs,WTEQ,Snow water equivalent,in,swe,1,0,,,identical,snow pillow
nrcs,SNWD,Snow depth,in,snow_depth,1,0,,,identical,
nrcs,PREC,Precipitation accumulation,in,precip_accumulated_wy,1,0,accumulated,,identical,storage gauge cumulative since Oct 1
nrcs,PRCP,Precipitation increment,in,precip,1,0,total,,identical,daily increment of PREC
nrcs,PRCPSA,Precipitation increment snow adjusted,in,precip,1,0,total,,equivalent_method,snow-adjusted increment
nrcs,TOBS,Air temperature observed,degF,air_temp,0.5555555556,-17.7777777778,instantaneous,,identical,
nrcs,TAVG,Air temperature average,degF,air_temp,0.5555555556,-17.7777777778,mean,,identical,
nrcs,TMAX,Air temperature maximum,degF,air_temp,0.5555555556,-17.7777777778,max,,identical,
nrcs,TMIN,Air temperature minimum,degF,air_temp,0.5555555556,-17.7777777778,min,,identical,
nrcs,SMS,Soil moisture percent,pct,soil_moisture,1,0,,,identical,depth in element metadata
nrcs,STO,Soil temperature observed,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth in element metadata
nrcs,SNDN,Snow density,pct,snow_density,1,0,,,identical,
nrcs,SRVO,Stream volume observed,kaf,discharge_volume,1000,0,total,,identical,monthly/period volumes
nrcs,SRVOO,Stream volume adjusted,kaf,discharge_volume,1000,0,total,,equivalent_method,adjusted for upstream regulation
nrcs,RESC,Reservoir storage,kaf,reservoir_storage,1000,0,,,equivalent_method,
nrcs,WSPDV,Wind speed average,mph,wind_speed,1,0,mean,,identical,
nrcs,WDIRV,Wind direction average,degree,wind_direction,1,0,mean,,identical,
nrcs,RHUM,Relative humidity,pct,relative_humidity,1,0,,,identical,
nrcs,SRADV,Solar radiation average,watt/m2,solar_radiation,1,0,mean,,identical,
nrcs,WTEQX,Snow water equivalent maximum,in,swe,1,0,max,,identical,
nrcs,SNRR,Snow rain ratio,pct,,1,0,,,related_not_comparable,not mapped
noaa_ghcnd,PRCP,Precipitation,tenths of mm,precip,0.003937007874,0,total,daily,identical,
noaa_ghcnd,SNOW,Snowfall,mm,snowfall,0.03937007874,0,total,daily,identical,
noaa_ghcnd,SNWD,Snow depth,mm,snow_depth,0.03937007874,0,instantaneous,daily,identical,
noaa_ghcnd,TMAX,Maximum temperature,tenths of degC,air_temp,0.1,0,max,daily,identical,
noaa_ghcnd,TMIN,Minimum temperature,tenths of degC,air_temp,0.1,0,min,daily,identical,
noaa_ghcnd,TAVG,Average temperature,tenths of degC,air_temp,0.1,0,mean,daily,identical,
noaa_ghcnd,TOBS,Temperature at observation time,tenths of degC,air_temp,0.1,0,instantaneous,daily,identical,
noaa_ghcnd,WESD,Water equivalent of snow on ground,tenths of mm,swe,0.003937007874,0,instantaneous,daily,equivalent_method,manual measurement
noaa_ghcnd,WESF,Water equivalent of snowfall,tenths of mm,,1,0,,,related_not_comparable,not mapped
noaa_ghcnd,EVAP,Pan evaporation,tenths of mm,,1,0,,,related_not_comparable,not mapped
noaa_ghcnd,AWND,Average wind speed,tenths of m/s,wind_speed,0.2236936,0,mean,daily,identical,
nmwdi_st2,Depth to Water Below Ground Surface,Depth to water,ft bgs,gw_depth_to_water,1,0,,,identical,
nmwdi_st2,Raw Depth to Water,Raw depth to water,ft bgs,gw_depth_to_water,1,0,,,equivalent_method,transducer raw
nmwdi_st2,Groundwater Elevation,Groundwater elevation,ft asl,gw_level_elevation,1,0,,,identical,datum per site
nmwdi_st2,Groundwater Head,Groundwater head,ft asl,gw_level_elevation,1,0,,,equivalent_method,
nmwdi_st2,Adjusted Groundwater Head,Adjusted groundwater head,ft asl,gw_level_elevation,1,0,,,equivalent_method,barometrically adjusted
nmwdi_st2,OSERealTimeDischarge,OSE real-time discharge,gpm,discharge,0.002228009,0,,,identical,no observations loaded as of 2026-09
nmwdi_st2,OSERealTimeGageHeight,OSE real-time gage height,ft,stage,1,0,,,identical,
nmbgmr,depth_to_water_ft_bgs,Depth to water,ft bgs,gw_depth_to_water,1,0,,,identical,
codwr,DISCHRG,Discharge,cfs,discharge,1,0,,,identical,
codwr,GAGE_HT,Gage height,ft,stage,1,0,,,identical,
codwr,STORAGE,Storage,af,reservoir_storage,1,0,,,equivalent_method,
codwr,ELEV,Elevation,ft,reservoir_elevation,1,0,,,identical,
codwr,AIRTEMP,Air temperature,degF,air_temp,0.5555555556,-17.7777777778,,,identical,
codwr,PRECIP,Precipitation,in,precip,1,0,total,,identical,
codwr,WATTEMP,Water temperature,degF,water_temp,0.5555555556,-17.7777777778,,,identical,
codwr,COND,Conductivity,uS/cm,specific_conductance,1,0,,,identical,
codwr,waterlevel_depth,Depth to water,ft,gw_depth_to_water,1,0,,,identical,
usdm,D0,Percent area D0 or worse,percent,drought_area_pct,1,0,,weekly,identical,cumulative categories
usdm,D1,Percent area D1 or worse,percent,drought_area_pct,1,0,,weekly,identical,
usdm,D2,Percent area D2 or worse,percent,drought_area_pct,1,0,,weekly,identical,
usdm,D3,Percent area D3 or worse,percent,drought_area_pct,1,0,,weekly,identical,
usdm,D4,Percent area D4,percent,drought_area_pct,1,0,,weekly,identical,
usdm,DSCI,Drought Severity and Coverage Index,index,dsci,1,0,,weekly,identical,
nclimdiv,pdsi,PDSI,index,pdsi,1,0,,monthly,identical,
nclimdiv,phdi,PHDI,index,phdi,1,0,,monthly,identical,
nclimdiv,pcpn,Precipitation,in,precip,1,0,total,monthly,identical,area average
nclimdiv,tmpc,Mean temperature,degF,air_temp,0.5555555556,-17.7777777778,mean,monthly,identical,area average
nclimdiv,tmax,Max temperature,degF,air_temp,0.5555555556,-17.7777777778,max,monthly,identical,area average
nclimdiv,tmin,Min temperature,degF,air_temp,0.5555555556,-17.7777777778,min,monthly,identical,area average
nclimdiv,sp01,SPI 1-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp02,SPI 2-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp03,SPI 3-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp06,SPI 6-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp09,SPI 9-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp12,SPI 12-month,index,spi,1,0,,monthly,identical,
nclimdiv,sp24,SPI 24-month,index,spi,1,0,,monthly,identical,
nclimdiv,zndx,Palmer Z index,index,palmer_z,1,0,,monthly,identical,
nclimdiv,pmdi,Modified Palmer drought index,index,pmdi,1,0,,monthly,identical,
