source,source_param,source_name,source_unit,variable,factor,offset,statistic,interval,equivalence,caveat
noaa_ghcnd,SNOW,Snowfall,mm,snowfall,0.03937007874,0.0,total,daily,identical,
noaa_ghcnd,SNWD,Snow depth,mm,snow_depth,0.03937007874,0.0,instantaneous,daily,identical,
noaa_ghcnd,TMAX,Maximum temperature,tenths of degC,air_temp,0.1,0.0,max,daily,identical,
noaa_ghcnd,TMIN,Minimum temperature,tenths of degC,air_temp,0.1,0.0,min,daily,identical,
noaa_ghcnd,TAVG,Average temperature,tenths of degC,air_temp,0.1,0.0,mean,daily,identical,
noaa_ghcnd,TOBS,Temperature at observation time,tenths of degC,air_temp,0.1,0.0,instantaneous,daily,identical,
noaa_ghcnd,WESD,Water equivalent of snow on ground,tenths of mm,swe,0.003937007874,0.0,instantaneous,daily,equivalent_method,manual measurement
noaa_ghcnd,WESF,Water equivalent of snowfall,tenths of mm,,1.0,0.0,,,related_not_comparable,not mapped
noaa_ghcnd,EVAP,Pan evaporation,tenths of mm,,1.0,0.0,,,related_not_comparable,not mapped
noaa_ghcnd,AWND,Average wind speed,tenths of m/s,wind_speed,0.2236936,0.0,mean,daily,identical,
nmwdi_st2,Depth to Water Below Ground Surface,Depth to water,ft bgs,gw_depth_to_water,1.0,0.0,,,identical,"ST2 datastream ""Groundwater Levels"" / ""Manual Groundwater Levels"""
nmwdi_st2,Raw Depth to Water,Raw depth to water,ft bgs,gw_depth_to_water,1.0,0.0,,,equivalent_method,transducer raw (uncorrected)
nmwdi_st2,Groundwater Elevation,Groundwater elevation,ft asl,gw_level_elevation,1.0,0.0,,,identical,datum per agency (mostly NAVD88/NGVD29 unspecified)
nmwdi_st2,Groundwater Head,Groundwater head,ft asl,gw_level_elevation,1.0,0.0,,,equivalent_method,
nmwdi_st2,Adjusted Groundwater Head,Adjusted groundwater head,ft asl,gw_level_elevation,1.0,0.0,,,equivalent_method,barometrically adjusted
nmwdi_st2,OSERealTimeDischarge,OSE real-time discharge,gpm,discharge,0.002228009,0.0,,,identical,no observations loaded as of 2026-09
nmwdi_st2,OSERealTimeGageHeight,OSE real-time gage height,ft,stage,1.0,0.0,,,identical,no observations loaded as of 2026-09
nmbgmr,depth_to_water_ft_bgs,Depth to water,ft bgs,gw_depth_to_water,1.0,0.0,,,identical,
codwr,DISCHRG,Discharge (telemetry),cfs,discharge,1.0,0.0,mean,daily,identical,telemetry daily mean; flagA O=observed provisional
codwr,GAGE_HT,Gage height,ft,stage,1.0,0.0,,daily,identical,
codwr,STORAGE,Reservoir storage (telemetry),af,reservoir_storage,1.0,0.0,,daily,equivalent_method,
codwr,ELEV,Reservoir elevation (telemetry),ft,reservoir_elevation,1.0,0.0,,daily,identical,
codwr,AIRTEMP,Air temperature,degF,air_temp,0.5555555556,-17.7777777778,,,identical,
codwr,PRECIP,Precipitation,in,precip,1.0,0.0,total,,identical,
codwr,WATTEMP,Water temperature,degF,water_temp,0.5555555556,-17.7777777778,,,identical,
codwr,COND,Conductivity,uS/cm,specific_conductance,1.0,0.0,,,identical,
codwr,waterlevel_depth,Depth to water,ft,gw_depth_to_water,1.0,0.0,,,identical,
usdm,D0,Percent area D0 or worse,percent,drought_area_pct,1.0,0.0,,weekly,identical,cumulative categories
usdm,D1,Percent area D1 or worse,percent,drought_area_pct,1.0,0.0,,weekly,identical,
usdm,D2,Percent area D2 or worse,percent,drought_area_pct,1.0,0.0,,weekly,identical,
usdm,D3,Percent area D3 or worse,percent,drought_area_pct,1.0,0.0,,weekly,identical,
usdm,D4,Percent area D4,percent,drought_area_pct,1.0,0.0,,weekly,identical,
usdm,DSCI,Drought Severity and Coverage Index,index,dsci,1.0,0.0,,weekly,identical,
nclimdiv,pdsi,PDSI,index,pdsi,1.0,0.0,,monthly,identical,
nclimdiv,phdi,PHDI,index,phdi,1.0,0.0,,monthly,identical,
nclimdiv,pcpn,Precipitation,in,precip,1.0,0.0,total,monthly,identical,area average
nclimdiv,tmpc,Mean temperature,degF,air_temp,0.5555555556,-17.7777777778,mean,monthly,identical,area average
nclimdiv,tmax,Max temperature,degF,air_temp,0.5555555556,-17.7777777778,max,monthly,identical,area average
nclimdiv,tmin,Min temperature,degF,air_temp,0.5555555556,-17.7777777778,min,monthly,identical,area average
nclimdiv,sp01,SPI 1-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp02,SPI 2-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp03,SPI 3-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp06,SPI 6-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp09,SPI 9-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp12,SPI 12-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,sp24,SPI 24-month,index,spi,1.0,0.0,,monthly,identical,
nclimdiv,zndx,Palmer Z index,index,palmer_z,1.0,0.0,,monthly,identical,
nclimdiv,pmdi,Modified Palmer drought index,index,pmdi,1.0,0.0,,monthly,identical,
bemp,gw_cm,Depth to groundwater (individual well),cm,gw_depth_to_water,0.0328084,0.0,instantaneous,monthly,identical,shallow riparian well; monthly manual reading; cm converted to ft
bemp,gw_mean_cm,Mean depth to groundwater (5 wells),cm,gw_depth_to_water,0.0328084,0.0,mean,monthly,equivalent_method,site mean of up to 5 wells
bemp,ditch_cm,Ditch/drain water depth below measuring point,cm,stage,-0.0328084,0.0,instantaneous,monthly,related_not_comparable,depth below a fixed measuring point on the nearby ditch; sign flipped so higher = more water; datum = measuring point
bemp,precip_canopy_mm,Precipitation canopy gauge,mm,precip,0.03937007874,0.0,total,monthly,equivalent_method,gauge under cottonwood canopy; interval between monthly site visits
bemp,precip_open_mm,Precipitation open gauge,mm,precip,0.03937007874,0.0,total,monthly,identical,open-sky gauge; interval between monthly site visits
bemp,wq_spc,Specific conductance,uS/cm,specific_conductance,1.0,0.0,sample,irregular,identical,groundwater/ditch/river grab sample
bemp,wq_ph,pH,pH,ph,1.0,0.0,sample,irregular,identical,
bemp,wq_do,Dissolved oxygen,mg/L,dissolved_oxygen,1.0,0.0,sample,irregular,identical,
bemp,wq_temp,Water temperature,degC,water_temp,1.0,0.0,sample,irregular,identical,
bemp,wq_turb,Turbidity,NTU,turbidity,1.0,0.0,sample,irregular,equivalent_method,NTU reported as FNU
bemp,wq_cl,Chloride,mg/L,chloride,1.0,0.0,sample,irregular,identical,
bemp,wq_no3,Nitrate as N,mg/L,nitrate,1.0,0.0,sample,irregular,identical,
bemp,wq_so4,Sulfate,mg/L,sulfate,1.0,0.0,sample,irregular,identical,
bemp,wq_f,Fluoride,mg/L,fluoride,1.0,0.0,sample,irregular,identical,
cocorahs,TotalPrecipAmt,Total precipitation (24 h to obs time ~7 AM),in,precip,1.0,0.0,total,daily,equivalent_method,volunteer 4-inch gauge; observation day ends at local obs time (usually 7 AM) not midnight; T = trace stored as 0 with qualifier T
cocorahs,NewSnowDepth,New snowfall,in,snowfall,1.0,0.0,total,daily,equivalent_method,manual snowboard
cocorahs,TotalSnowDepth,Total snow depth on ground,in,snow_depth,1.0,0.0,instantaneous,daily,equivalent_method,manual
cocorahs,TotalSnowSWE,SWE of total snowpack (core),in,swe,1.0,0.0,instantaneous,daily,equivalent_method,manual core sample; sparse
cocorahs,NewSnowSWE,Water content of new snowfall,in,,1.0,0.0,,,related_not_comparable,liquid equivalent of new snow (a precip component)
codwr,Streamflow,Streamflow (surfacewatertsday measType),cfs,discharge,1.0,0.0,mean,daily,identical,flagA A=approved
codwr,DISCHRG2,Discharge secondary sensor,cfs,discharge,1.0,0.0,mean,daily,equivalent_method,second sensor at same station
codwr,DIVREC:CFS,Diversion record daily (cfs),cfs,diversion,1.0,0.0,mean,daily,identical,structures/divrec/divrecday; approvalStatus in qualifier
codwr,DIVREC:AF,Diversion record daily (acre-feet),af,diversion_volume,1.0,0.0,total,daily,identical,
codwr,DIVREC:,Diversion record (no unit),,,1.0,0.0,,,related_not_comparable,unit missing; not mapped
codwr,depthWaterBelowLandSurface,Depth to water below land surface,ft,gw_depth_to_water,1.0,0.0,instantaneous,irregular,identical,
codwr,elevationOfWater,Water level elevation,ft,gw_level_elevation,1.0,0.0,instantaneous,irregular,identical,datum per well (NAVD88/NGVD29 not stated)
codwr,Streamflow:Diversion,Streamflow measured at a diversion structure,cfs,diversion,1.0,0.0,mean,daily,identical,surfacewatertsday at a Diversion Structure station
edi,air_temp_c,Air temperature,degC,air_temp,1.0,0.0,instantaneous,hourly,identical,LTER station sensors
edi,air_temp_max_c,Air temperature maximum,degC,air_temp,1.0,0.0,max,daily,identical,
edi,air_temp_min_c,Air temperature minimum,degC,air_temp,1.0,0.0,min,daily,identical,
edi,air_temp_mean_c,Air temperature mean,degC,air_temp,1.0,0.0,mean,daily,identical,
edi,precip_mm,Precipitation,mm,precip,0.03937007874,0.0,total,hourly,identical,tipping bucket; winter undercatch likely
edi,rh_pct,Relative humidity,percent,relative_humidity,1.0,0.0,instantaneous,hourly,identical,
edi,wind_speed_ms,Wind speed,m/s,wind_speed,2.2369362921,0.0,mean,hourly,identical,sensor height varies by station
edi,wind_dir_deg,Wind direction,degree,wind_direction,1.0,0.0,mean,hourly,identical,
edi,solar_wm2,Solar radiation,W/m2,solar_radiation,1.0,0.0,mean,hourly,identical,some stations report PAR not shortwave; check entity metadata
edi,soil_moisture_pct,Soil moisture volumetric,percent,soil_moisture,1.0,0.0,instantaneous,hourly,equivalent_method,depth varies by station
edi,soil_temp_c,Soil temperature,degC,soil_temp,1.0,0.0,instantaneous,hourly,identical,depth varies by station
edi,depth_to_water_ft,Depth to water below land surface,ft,gw_depth_to_water,1.0,0.0,instantaneous,irregular,identical,Navajo Nation wells database
ibwc,STAGE_M,Stage (daily report),m,stage,3.28084,0.0,observed,daily,identical,provisional daily report value; IBWC gauge datum
ibwc,DISCHARGE_CMS,Discharge (daily report),cms,discharge,35.3146667,0.0,observed,daily,equivalent_method,provisional value as reported ~09:35 MT; not a computed daily mean
ibwc,RAINFALL_MM,Rainfall (daily report),mm,precip,0.0393700787,0.0,total,daily,identical,provisional
iem_dcp,HG,SHEF HG river stage,ft,stage,1.0,0.0,,,identical,local gauge datum; qualifier holds full SHEF code (duration/type/extremum)
iem_dcp,QR,SHEF QR discharge,kcfs,discharge,1000.0,0.0,,,identical,SHEF standard unit kcfs
iem_dcp,QT,SHEF QT discharge total,kcfs,discharge,1000.0,0.0,,,equivalent_method,
iem_dcp,PP,SHEF PP precipitation increment,in,precip,1.0,0.0,,,identical,duration in qualifier (H hourly
iem_dcp,PC,SHEF PC precipitation accumulator,in,precip_accumulated_wy,1.0,0.0,accumulated,,equivalent_method,accumulator resets at arbitrary times not Oct 1; difference consecutive values
iem_dcp,TA,SHEF TA air temperature,degF,air_temp,0.5555555556,-17.7777777778,,,identical,
iem_dcp,HP,SHEF HP pool elevation,ft,reservoir_elevation,1.0,0.0,,,identical,datum per project
iem_dcp,HL,SHEF HL lake elevation,ft,reservoir_elevation,1.0,0.0,,,identical,
iem_dcp,LS,SHEF LS reservoir storage,kaf,reservoir_storage,1000.0,0.0,,,equivalent_method,
iem_dcp,SD,SHEF SD snow depth,in,snow_depth,1.0,0.0,,,identical,
iem_dcp,SW,SHEF SW snow water equivalent,in,swe,1.0,0.0,,,identical,
iem_dcp,SF,SHEF SF snowfall,in,snowfall,1.0,0.0,,,identical,
iem_dcp,TW,SHEF TW water temperature,degF,water_temp,0.5555555556,-17.7777777778,,,identical,
iem_dcp,US,SHEF US wind speed,mph,wind_speed,1.0,0.0,,,identical,
iem_dcp,UD,SHEF UD wind direction,degrees,wind_direction,1.0,0.0,,,identical,
iem_dcp,XR,SHEF XR relative humidity,percent,relative_humidity,1.0,0.0,,,identical,
iem_dcp,EP,SHEF EP pan evaporation,in,,1.0,0.0,,,related_not_comparable,not mapped
iem_dcp,UC,SHEF UC wind speed (non-standard),unknown,,1.0,0.0,,,related_not_comparable,not mapped
iem_dcp,UL,SHEF UL wind (non-standard),unknown,,1.0,0.0,,,related_not_comparable,not mapped
iem_dcp,VB,SHEF VB battery voltage,V,,1.0,0.0,,,related_not_comparable,not mapped
isc_sevenrivers,depthToWaterFeet,Depth to water,ft bgs,gw_depth_to_water,1.0,0.0,instantaneous,irregular,identical,ISC Seven Rivers monitoring points; rows flagged invalid are dropped; dry flag kept in qualifier
nmbgmr,DepthToWaterBGS,Depth to water below ground surface,ft,gw_depth_to_water,1.0,0.0,instantaneous,,identical,manual (tape/e-probe) or transducer per qualifier; API warns data are provisional
nmed_st2,NITRATE|mg/l,Nitrate (as N),mg/L,nitrate,1.0,0.0,sample,irregular,identical,SDWIS compliance sample; non-detects excluded from observations (kept in waterquality table)
nmed_st2,NITRATE-NITRITE|mg/l,Nitrate-nitrite (as N),mg/L,nitrate,1.0,0.0,sample,irregular,equivalent_method,nitrate+nitrite as N
nmed_st2,ARSENIC|mg/l,Arsenic,mg/L,arsenic,1000.0,0.0,sample,irregular,identical,total arsenic; mg/L -> ug/L
nmed_st2,ARSENIC|ug/l,Arsenic,ug/L,arsenic,1.0,0.0,sample,irregular,identical,total arsenic
nmed_st2,FLUORIDE|mg/l,Fluoride,mg/L,fluoride,1.0,0.0,sample,irregular,identical,
nmed_st2,COMBINED URANIUM|ug/l,Combined uranium,ug/L,uranium,1.0,0.0,sample,irregular,identical,
nmed_st2,COMBINED URANIUM|mg/l,Combined uranium,mg/L,uranium,1000.0,0.0,sample,irregular,identical,mg/L -> ug/L
nmed_st2,CHLORIDE|mg/l,Chloride,mg/L,chloride,1.0,0.0,sample,irregular,identical,
nmed_st2,SULFATE|mg/l,Sulfate,mg/L,sulfate,1.0,0.0,sample,irregular,identical,
nmed_st2,"RESIDUE, TOTAL, FILTERABLE|mg/l",Total dissolved solids,mg/L,tds,1.0,0.0,sample,irregular,identical,"SDWIS ""residue total filterable"" = TDS"
nmed_st2,CONDUCTIVITY @ 25 C UMHOS/CM|umhos/cm,Specific conductance,umhos/cm,specific_conductance,1.0,0.0,sample,irregular,identical,umhos/cm = uS/cm
nmed_st2,CONDUCTIVITY @ 25 C UMHOS/CM|us/cm,Specific conductance,uS/cm,specific_conductance,1.0,0.0,sample,irregular,identical,
nmed_st2,PH|su,pH,SU,ph,1.0,0.0,sample,irregular,identical,
nmed_st2,PH|ph,pH,pH,ph,1.0,0.0,sample,irregular,identical,
nmed_st2,TURBIDITY|ntu,Turbidity,NTU,turbidity,1.0,0.0,sample,irregular,equivalent_method,NTU reported as FNU-equivalent
noaa_isd,temp,Air temperature,tenths degC,air_temp,0.1,0.0,instantaneous,hourly,identical,ISD-Lite hourly synoptic observation
noaa_isd,wdir,Wind direction,degrees,wind_direction,1.0,0.0,instantaneous,hourly,identical,
noaa_isd,wspd,Wind speed,tenths m/s,wind_speed,0.2236936,0.0,instantaneous,hourly,identical,
noaa_isd,precip1h,One-hour liquid precipitation,tenths mm,precip,0.003937007874,0.0,total,hourly,identical,often missing at ASOS; -1 (trace) already excluded as missing
noaa_isd,dewpt,Dew point,tenths degC,,1.0,0.0,,,related_not_comparable,not mapped
noaa_isd,slp,Sea level pressure,tenths hPa,,1.0,0.0,,,related_not_comparable,not mapped
noaa_isd,precip6h,Six-hour liquid precipitation,tenths mm,,1.0,0.0,,,related_not_comparable,6-hour interval not in canonical intervals; not mapped
nrcs,SMS:-2,Soil moisture 2 in,pct,soil_moisture,1.0,0.0,,,identical,depth 2 in
nrcs,SMS:-4,Soil moisture 4 in,pct,soil_moisture,1.0,0.0,,,identical,depth 4 in
nrcs,SMS:-8,Soil moisture 8 in,pct,soil_moisture,1.0,0.0,,,identical,depth 8 in
nrcs,SMS:-20,Soil moisture 20 in,pct,soil_moisture,1.0,0.0,,,identical,depth 20 in
nrcs,SMS:-40,Soil moisture 40 in,pct,soil_moisture,1.0,0.0,,,identical,depth 40 in
nrcs,STO:-2,Soil temperature 2 in,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth 2 in
nrcs,STO:-4,Soil temperature 4 in,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth 4 in
nrcs,STO:-8,Soil temperature 8 in,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth 8 in
nrcs,STO:-20,Soil temperature 20 in,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth 20 in
nrcs,STO:-40,Soil temperature 40 in,degF,soil_temp,0.5555555556,-17.7777777778,,,identical,depth 40 in
nwps,stage:ft,NWPS observed stage,ft,stage,1.0,0.0,instantaneous,15min,identical,30-day rolling window only; qualifier holds SHEF pedts
nwps,flow:kcfs,NWPS observed flow,kcfs,discharge,1000.0,0.0,instantaneous,15min,identical,derived from stage via NWS rating; kcfs to cfs
nwps,flow:cfs,NWPS observed flow,cfs,discharge,1.0,0.0,instantaneous,15min,identical,
ose_arcgis,depth_wate,Depth to water at drilling (WATERS POD record),ft bgs,gw_depth_to_water,1.0,0.0,instantaneous,irregular,equivalent_method,one-off driller-reported static level at well completion; date = well log file date
ose_meas,DischargeAvg|cfs,Daily average discharge (surface station),cfs,discharge,1.0,0.0,mean,daily,identical,OSE telemetered stream/ditch/acequia station; provisional
ose_meas,DischargeTotal|surface,Daily/monthly total volume (surface station),acre-feet,discharge_volume,1.0,0.0,total,,identical,interval daily or monthly per report
ose_meas,Discharge|cfs,Instantaneous discharge (surface station),cfs,discharge,1.0,0.0,instantaneous,instant,identical,raw telemetry (~10-15 min)
ose_meas,GageHeight|ft,Gage height (surface station),ft,stage,1.0,0.0,instantaneous,instant,identical,local datum
ose_meas,DischargeAvg|gpm,Daily average pumping rate (metered well),gpm,diversion,0.002228009,0.0,mean,daily,related_not_comparable,metered groundwater pumping rate; mapped to diversion (cfs) pending a gw_withdrawal_rate variable
ose_meas,DischargeTotal|well,Daily/monthly pumped volume (metered well),acre-feet,diversion_volume,1.0,0.0,total,,related_not_comparable,metered groundwater pumping volume
ose_meas,Discharge|gpm,Instantaneous pumping rate (metered well),gpm,diversion,0.002228009,0.0,instantaneous,instant,related_not_comparable,metered groundwater pumping rate
ose_meas,GageHeight|ft bgs,Depth to water (metered well),ft bgs,gw_depth_to_water,1.0,0.0,instantaneous,instant,identical,"reported under the label ""Gage Height (ft bgs)"""
resopsus,storage,Storage,MCM,reservoir_storage,810.713194,0.0,,daily,equivalent_method,operator capacity table at time of record; MCM to acre-feet
resopsus,inflow,Inflow,cms,reservoir_inflow,35.3146667,0.0,mean,daily,identical,cms to cfs
resopsus,outflow,Outflow,cms,reservoir_release,35.3146667,0.0,mean,daily,identical,cms to cfs
resopsus,elevation,Elevation,m,reservoir_elevation,3.2808399,0.0,,daily,identical,m to ft; datum per operator
resopsus,evaporation_mcm,Evaporation,MCM,reservoir_evaporation,810.713194,0.0,total,daily,equivalent_method,MCM per day to acre-feet per day
